cell_id,expected_count,forecast_start_days,horizon_days,lat_center,lon_center,probability_at_least_one,rate_per_year,threshold
cell_06_06,7.608702,18941.366,0.0821,26.5,94.5,0.999504,33835.280491,4.5
cell_06_07,9.752237,18941.366,0.0821,26.5,95.5,0.999942,43367.406148,4.5
cell_07_00,13.214387,18941.366,0.0821,27.5,88.5,0.999998,58763.305123,4.5
cell_07_01,4.819922,18941.366,0.0821,27.5,89.5,0.991933,21433.802227,4.5
cell_07_02,4.223409,18941.366,0.0821,27.5,90.5,0.985351,18781.157709,4.5
cell_07_03,12.787095,18941.366,0.0821,27.5,91.5,0.999997,56863.174682,4.5
cell_07_04,25.590513,18941.366,0.0821,27.5,92.5,1.0,113798.933244,4.5
cell_07_05,10.739608,18941.366,0.0821,27.5,93.5,0.999978,47758.163525,4.5
cell_07_06,2.050744,18941.366,0.0821,27.5,94.5,0.871361,9119.491347,4.5
cell_07_07,1.794773,18941.366,0.0821,27.5,95.5,0.833835,7981.208882,4.5
